timestamp,cpu_usage,memory_usage,load_capacity,error_rate,throughput,is_holiday
2025-01-02 23:00:00,21.29,62.19,0.31,3.5,722,0
2025-01-03 00:00:00,48.94,56.38,0.45,0.65,1798,0
2025-01-03 01:00:00,26.11,31.1,0.83,1.01,870,0
2025-01-03 02:00:00,81.78,30.08,0.57,4.76,923,0
2025-01-03 03:00:00,36.01,77.94,0.72,3.17,1676,0
2025-01-03 04:00:00,82.12,49.01,0.53,3.61,991,0
2025-01-03 05:00:00,20.04,44.64,0.67,0.19,802,0
2025-01-03 06:00:00,23.56,39.96,0.14,2.36,592,0
2025-01-03 07:00:00,93.57,78.57,0.75,3.41,1528,0
2025-01-03 08:00:00,68.15,76.36,0.48,1.77,1825,0
2025-01-03 09:00:00,62.83,73.86,0.68,1.55,1072,0
2025-01-03 10:00:00,68.85,51.17,0.96,3.37,1225,0
2025-01-03 11:00:00,24.73,57.3,0.28,1.91,1410,0
2025-01-03 12:00:00,49.07,63.38,0.57,2.54,730,0
2025-01-03 13:00:00,86.97,56.43,0.98,2.51,1547,0
2025-01-03 14:00:00,94.09,63.33,0.55,4.29,1760,0
2025-01-03 15:00:00,26.76,51.9,0.13,3.3,1768,0
2025-01-03 16:00:00,47.45,77.41,0.3,0.43,1571,0
2025-01-03 17:00:00,64.41,48.15,0.26,3.15,1066,0
2025-01-03 18:00:00,45.08,74.65,0.64,0.81,1378,0
2025-01-03 19:00:00,71.55,31.33,0.89,3.91,1142,0
2025-01-03 20:00:00,85.25,50.44,0.71,4.13,1427,0
2025-01-03 21:00:00,47.8,77.86,0.88,1.99,492,0
2025-01-03 22:00:00,43.42,31.18,0.98,2.1,1257,0
2025-01-03 23:00:00,47.3,84.43,0.97,1.15,807,0
2025-01-04 00:00:00,80.06,85.49,0.58,3.33,1687,1
2025-01-04 01:00:00,42.63,45.66,0.37,1.89,219,1
2025-01-04 02:00:00,60.57,65.91,0.24,0.28,898,1
2025-01-04 03:00:00,52.0,70.77,0.64,2.61,1475,1
2025-01-04 04:00:00,54.04,36.52,0.13,0.76,191,1
2025-01-04 05:00:00,64.66,81.78,0.37,3.62,130,1
2025-01-04 06:00:00,62.74,81.58,0.18,4.09,1592,1
2025-01-04 07:00:00,24.94,65.74,0.93,3.09,1227,1
2025-01-04 08:00:00,89.58,81.78,0.52,4.93,1077,1
2025-01-04 09:00:00,87.13,65.82,0.78,2.8,1330,1
2025-01-04 10:00:00,79.51,32.25,0.71,3.89,319,1
2025-01-04 11:00:00,91.35,34.14,0.79,2.94,540,1
2025-01-04 12:00:00,40.38,41.86,0.39,4.04,1892,1
2025-01-04 13:00:00,40.27,51.74,0.97,2.7,687,1
2025-01-04 14:00:00,24.88,44.45,0.9,1.39,1068,1
2025-01-04 15:00:00,79.49,46.34,0.27,1.05,1922,1
2025-01-04 16:00:00,68.32,57.8,0.94,1.01,874,1
2025-01-04 17:00:00,76.68,63.44,0.48,1.07,1017,1
2025-01-04 18:00:00,48.7,52.46,0.42,1.22,739,1
2025-01-04 19:00:00,83.15,83.23,0.53,2.48,158,1
2025-01-04 20:00:00,75.62,67.34,0.98,2.67,1113,1
2025-01-04 21:00:00,24.69,61.8,0.31,0.5,971,1
2025-01-04 22:00:00,90.47,48.06,0.63,0.99,1587,1
2025-01-04 23:00:00,37.52,76.78,0.65,4.75,1387,1
2025-01-05 00:00:00,51.49,83.61,0.94,0.25,1396,1
2025-01-05 01:00:00,59.08,64.78,0.35,4.98,1627,1
2025-01-05 02:00:00,50.36,58.79,0.38,2.37,694,1
2025-01-05 03:00:00,28.67,40.36,0.13,0.33,848,1
2025-01-05 04:00:00,25.67,38.49,0.26,1.0,980,1
2025-01-05 05:00:00,94.77,54.14,0.48,0.16,966,1
2025-01-05 06:00:00,58.25,88.94,0.84,3.9,625,1
2025-01-05 07:00:00,88.85,84.71,0.32,2.07,263,1
2025-01-05 08:00:00,81.68,70.83,0.69,3.8,391,1
2025-01-05 09:00:00,51.94,33.85,0.95,2.04,801,1
2025-01-05 10:00:00,26.67,68.03,0.61,1.47,1241,1
2025-01-05 11:00:00,56.72,77.68,0.33,2.94,315,1
2025-01-05 12:00:00,27.15,69.13,0.3,0.48,201,1
2025-01-05 13:00:00,80.98,78.47,0.98,4.55,1217,1
2025-01-05 14:00:00,89.15,42.25,0.48,2.7,1011,1
2025-01-05 15:00:00,28.71,67.8,0.2,3.64,1213,1
2025-01-05 16:00:00,84.37,72.78,0.63,2.56,1645,1
2025-01-05 17:00:00,57.82,41.77,0.38,1.54,813,1
2025-01-05 18:00:00,52.45,43.87,0.57,2.63,864,1
2025-01-05 19:00:00,85.64,32.53,0.54,2.42,811,1
2025-01-05 20:00:00,66.76,51.5,0.18,2.3,421,1
2025-01-05 21:00:00,87.74,88.83,0.22,4.71,1378,1
2025-01-05 22:00:00,85.48,87.25,0.83,2.83,1164,1
2025-01-05 23:00:00,54.72,52.36,0.3,1.34,574,1
2025-01-06 00:00:00,73.96,35.21,0.58,2.32,839,0
2025-01-06 01:00:00,32.3,30.71,0.16,2.22,103,0
2025-01-06 02:00:00,30.82,34.67,0.66,3.84,327,0
2025-01-06 03:00:00,66.42,77.21,0.84,3.09,159,0
2025-01-06 04:00:00,91.07,45.9,0.41,0.4,1945,0
2025-01-06 05:00:00,90.98,36.28,0.16,1.05,1531,0
2025-01-06 06:00:00,66.79,78.3,0.77,3.39,415,0
2025-01-06 07:00:00,83.94,39.17,0.96,4.33,1201,0
2025-01-06 08:00:00,34.66,62.74,0.24,2.85,1491,0
2025-01-06 09:00:00,20.96,68.31,0.42,0.81,1325,0
2025-01-06 10:00:00,87.75,44.17,0.76,1.02,1347,0
2025-01-06 11:00:00,68.56,68.08,0.84,1.15,531,0
2025-01-06 12:00:00,75.22,65.28,0.76,4.04,1592,0
2025-01-06 13:00:00,59.03,54.88,0.88,1.22,1686,0
2025-01-06 14:00:00,40.45,57.62,0.54,4.47,1129,0
2025-01-06 15:00:00,85.46,60.3,0.83,2.89,1744,0
2025-01-06 16:00:00,68.5,41.22,0.13,4.9,604,0
2025-01-06 17:00:00,75.89,44.5,0.12,4.29,1750,0
2025-01-06 18:00:00,45.76,35.18,0.72,1.57,111,0
2025-01-06 19:00:00,91.62,68.3,0.45,4.04,1396,0
2025-01-06 20:00:00,82.49,42.88,0.98,4.9,513,0
2025-01-06 21:00:00,42.22,53.38,0.62,1.17,1981,0
2025-01-06 22:00:00,83.5,31.33,0.54,0.22,421,0
2025-01-06 23:00:00,87.79,52.52,0.41,4.09,735,0
2025-01-07 00:00:00,78.82,45.77,0.79,1.36,1695,0
2025-01-07 01:00:00,84.29,43.3,0.78,1.37,1456,0
2025-01-07 02:00:00,81.96,79.48,0.4,3.06,1556,0
2025-01-07 03:00:00,47.63,33.31,0.21,3.95,483,0
2025-01-07 04:00:00,55.62,50.42,0.69,2.39,751,0
2025-01-07 05:00:00,48.83,49.4,0.72,4.44,802,0
2025-01-07 06:00:00,38.76,45.34,0.26,2.31,1422,0
2025-01-07 07:00:00,23.93,81.01,0.96,1.48,307,0
2025-01-07 08:00:00,25.07,54.07,0.85,1.27,824,0
2025-01-07 09:00:00,56.55,72.35,0.68,3.56,1498,0
2025-01-07 10:00:00,88.95,55.4,0.82,4.53,1165,0
2025-01-07 11:00:00,31.66,30.16,0.79,1.83,1840,0
2025-01-07 12:00:00,62.52,70.31,0.42,1.99,777,0
2025-01-07 13:00:00,21.98,64.86,0.61,1.95,639,0
2025-01-07 14:00:00,78.05,67.5,0.92,1.32,539,0
2025-01-07 15:00:00,50.32,79.81,0.42,0.38,1965,0
2025-01-07 16:00:00,65.59,89.72,0.89,4.91,612,0
2025-01-07 17:00:00,86.34,83.27,0.69,4.77,701,0
2025-01-07 18:00:00,73.76,48.92,0.79,3.41,884,0
2025-01-07 19:00:00,22.08,83.88,0.73,2.86,1351,0
2025-01-07 20:00:00,74.77,80.51,0.92,2.31,1672,0
2025-01-07 21:00:00,46.17,85.82,0.71,1.35,139,0
2025-01-07 22:00:00,58.61,33.91,0.86,0.69,973,0
2025-01-07 23:00:00,28.08,34.1,0.34,4.27,1165,0
2025-01-08 00:00:00,51.61,51.66,0.96,3.9,1513,0
2025-01-08 01:00:00,77.32,65.22,0.69,3.42,1645,0
2025-01-08 02:00:00,33.95,55.4,0.2,1.54,1856,0
2025-01-08 03:00:00,82.03,89.3,0.88,3.49,393,0
2025-01-08 04:00:00,35.13,30.59,0.75,0.73,795,0
2025-01-08 05:00:00,90.84,70.83,0.34,4.48,1313,0
2025-01-08 06:00:00,61.29,54.49,0.78,4.74,761,0
2025-01-08 07:00:00,69.52,65.11,0.31,0.75,304,0
2025-01-08 08:00:00,29.55,78.46,0.32,4.1,721,0
2025-01-08 09:00:00,70.44,67.2,0.96,0.96,568,0
2025-01-08 10:00:00,29.68,50.36,0.8,0.35,803,0
2025-01-08 11:00:00,49.27,30.55,0.39,2.17,509,0
2025-01-08 12:00:00,76.58,79.4,0.11,2.19,1686,0
2025-01-08 13:00:00,73.04,47.67,0.8,0.27,608,0
2025-01-08 14:00:00,83.67,84.05,0.9,0.44,1433,0
2025-01-08 15:00:00,59.38,57.55,0.96,1.78,1258,0
2025-01-08 16:00:00,41.07,65.62,0.24,2.29,1313,0
2025-01-08 17:00:00,38.9,49.45,0.31,3.53,403,0
2025-01-08 18:00:00,24.29,31.87,0.87,2.65,643,0
2025-01-08 19:00:00,58.22,30.99,0.61,4.18,612,0
2025-01-08 20:00:00,49.88,54.18,0.66,2.73,529,0
2025-01-08 21:00:00,68.64,56.66,0.67,2.43,1771,0
2025-01-08 22:00:00,85.73,37.59,0.72,1.29,449,0
2025-01-08 23:00:00,61.45,32.94,0.19,4.57,252,0
2025-01-09 00:00:00,30.89,72.97,0.97,4.26,1733,0
2025-01-09 01:00:00,94.23,78.12,0.47,2.15,263,0
2025-01-09 02:00:00,73.35,66.62,0.69,1.17,571,0
2025-01-09 03:00:00,91.76,73.99,0.63,2.68,293,0
2025-01-09 04:00:00,36.69,51.67,0.91,0.51,1757,0
2025-01-09 05:00:00,40.1,52.9,0.12,2.02,313,0
2025-01-09 06:00:00,82.79,34.95,0.47,1.22,728,0
2025-01-09 07:00:00,29.18,37.1,0.78,0.07,1861,0
2025-01-09 08:00:00,27.65,57.33,0.23,2.72,1849,0
2025-01-09 09:00:00,63.88,89.0,0.17,4.96,1471,0
2025-01-09 10:00:00,30.83,34.04,0.5,2.82,1095,0
2025-01-09 11:00:00,35.46,30.7,0.8,1.44,1187,0
2025-01-09 12:00:00,64.22,75.66,0.39,3.77,1013,0
2025-01-09 13:00:00,66.58,42.48,0.56,2.55,433,0
2025-01-09 14:00:00,78.32,35.15,0.98,4.85,1918,0
2025-01-09 15:00:00,78.09,61.29,0.25,4.88,1144,0
2025-01-09 16:00:00,76.56,85.12,0.23,4.78,1188,0
2025-01-09 17:00:00,88.72,87.45,0.32,0.52,1906,0
2025-01-09 18:00:00,68.67,52.88,0.85,2.89,881,0
2025-01-09 19:00:00,34.2,84.03,0.7,0.74,1708,0
2025-01-09 20:00:00,50.19,82.02,0.53,2.35,1188,0
2025-01-09 21:00:00,30.68,62.46,0.57,4.38,1792,0
2025-01-09 22:00:00,87.72,34.36,0.46,1.25,1310,0
2025-01-09 23:00:00,81.63,76.42,0.52,2.92,731,0
2025-01-10 00:00:00,72.74,60.59,0.65,1.76,1444,0
2025-01-10 01:00:00,65.73,71.83,0.3,4.64,697,0
2025-01-10 02:00:00,32.5,84.95,0.87,1.35,1071,0
2025-01-10 03:00:00,34.76,82.4,0.56,2.7,276,0
2025-01-10 04:00:00,64.03,50.58,0.68,2.56,689,0
2025-01-10 05:00:00,38.18,34.5,0.43,3.89,337,0
2025-01-10 06:00:00,56.62,49.22,0.14,4.41,1555,0
2025-01-10 07:00:00,77.59,44.28,0.82,4.47,1070,0
2025-01-10 08:00:00,94.36,39.67,0.68,2.07,580,0
2025-01-10 09:00:00,69.61,89.84,0.18,0.66,1790,0
2025-01-10 10:00:00,69.83,86.69,0.8,2.2,174,0
2025-01-10 11:00:00,90.29,69.95,0.19,4.8,1514,0
2025-01-10 12:00:00,32.19,45.47,0.27,0.65,804,0
2025-01-10 13:00:00,78.02,57.16,0.3,0.01,1874,0
2025-01-10 14:00:00,81.25,51.82,0.84,0.13,713,0
2025-01-10 15:00:00,72.64,64.42,0.9,0.47,1554,0
2025-01-10 16:00:00,46.02,36.25,0.68,2.48,140,0
2025-01-10 17:00:00,60.76,31.7,0.59,2.08,414,0
2025-01-10 18:00:00,73.06,55.65,0.43,4.22,884,0
2025-01-10 19:00:00,29.84,54.8,0.64,3.37,1828,0
2025-01-10 20:00:00,58.14,36.33,0.5,1.7,1700,0
2025-01-10 21:00:00,28.36,74.62,0.25,0.35,1651,0
2025-01-10 22:00:00,77.72,53.44,0.56,2.45,201,0
2025-01-10 23:00:00,69.17,63.04,0.66,3.63,1133,0
2025-01-11 00:00:00,61.23,52.82,0.79,3.63,1465,1
2025-01-11 01:00:00,55.46,59.43,0.21,0.17,1573,1
2025-01-11 02:00:00,92.59,55.67,0.88,2.87,348,1
2025-01-11 03:00:00,28.08,73.91,0.85,3.94,890,1
2025-01-11 04:00:00,72.99,55.97,0.74,4.25,812,1
2025-01-11 05:00:00,56.22,51.66,0.64,0.55,1681,1
2025-01-11 06:00:00,87.92,67.93,0.53,4.66,1059,1
2025-01-11 07:00:00,27.46,50.34,0.88,0.34,1226,1
2025-01-11 08:00:00,87.44,79.89,0.15,4.26,1948,1
2025-01-11 09:00:00,47.21,81.74,0.59,0.4,662,1
2025-01-11 10:00:00,90.99,62.69,0.45,0.24,1183,1
2025-01-11 11:00:00,69.79,63.94,0.43,1.44,1051,1
2025-01-11 12:00:00,51.05,67.58,0.5,4.07,1976,1
2025-01-11 13:00:00,74.67,54.56,0.61,2.97,1562,1
2025-01-11 14:00:00,48.41,45.17,0.79,3.63,1289,1
2025-01-11 15:00:00,77.4,43.32,0.58,2.04,722,1
2025-01-11 16:00:00,20.6,68.69,0.34,1.3,448,1
2025-01-11 17:00:00,28.4,46.7,0.94,0.26,1866,1
2025-01-11 18:00:00,25.41,53.02,0.57,0.65,1370,1
2025-01-11 19:00:00,72.86,52.34,0.64,4.89,556,1
2025-01-11 20:00:00,66.07,50.6,0.67,0.16,1239,1
2025-01-11 21:00:00,23.66,65.27,0.41,0.23,1981,1
2025-01-11 22:00:00,20.16,42.32,0.99,2.96,1634,1
2025-01-11 23:00:00,93.14,33.61,0.22,0.84,1275,1
2025-01-12 00:00:00,61.32,36.62,0.2,1.51,1210,1
2025-01-12 01:00:00,52.95,84.48,0.61,3.26,615,1
2025-01-12 02:00:00,84.34,43.17,0.12,3.9,339,1
2025-01-12 03:00:00,72.24,47.77,0.76,2.42,1923,1
2025-01-12 04:00:00,90.13,35.93,0.37,0.37,1302,1
2025-01-12 05:00:00,69.63,68.66,0.69,0.53,350,1
2025-01-12 06:00:00,90.96,46.89,0.82,2.85,1904,1
2025-01-12 07:00:00,86.28,84.78,0.89,2.85,1285,1
2025-01-12 08:00:00,59.78,84.23,0.16,2.63,1586,1
2025-01-12 09:00:00,40.24,70.7,0.18,4.73,1971,1
2025-01-12 10:00:00,91.49,30.42,0.3,0.21,1651,1
2025-01-12 11:00:00,35.36,76.89,0.75,2.3,1727,1
2025-01-12 12:00:00,64.85,37.37,0.59,1.34,1147,1
2025-01-12 13:00:00,57.37,69.68,0.51,1.96,346,1
2025-01-12 14:00:00,43.64,79.73,0.8,4.65,755,1
2025-01-12 15:00:00,93.46,80.24,0.53,3.89,205,1
2025-01-12 16:00:00,66.96,70.92,0.87,1.84,690,1
2025-01-12 17:00:00,92.64,61.14,0.46,3.83,1066,1
2025-01-12 18:00:00,42.29,41.46,0.8,0.19,1203,1
2025-01-12 19:00:00,84.87,82.4,0.93,4.75,1940,1
2025-01-12 20:00:00,90.72,39.04,0.83,1.19,1828,1
2025-01-12 21:00:00,66.86,39.29,0.4,0.9,1247,1
2025-01-12 22:00:00,20.87,52.39,0.48,1.36,1252,1
2025-01-12 23:00:00,28.12,53.75,0.15,0.15,319,1
2025-01-13 00:00:00,64.09,61.13,0.54,0.5,1371,0
2025-01-13 01:00:00,62.61,80.75,0.26,1.33,295,0
2025-01-13 02:00:00,92.96,82.1,0.6,2.21,1011,0
2025-01-13 03:00:00,45.24,64.91,0.25,2.93,1943,0
2025-01-13 04:00:00,53.48,84.44,0.51,0.88,903,0
2025-01-13 05:00:00,31.79,67.94,0.55,2.79,1206,0
2025-01-13 06:00:00,64.61,64.73,0.21,3.18,112,0
2025-01-13 07:00:00,45.88,44.52,0.6,0.85,1183,0
2025-01-13 08:00:00,25.38,84.96,0.26,4.12,1899,0
2025-01-13 09:00:00,69.55,74.1,0.2,1.97,1401,0
2025-01-13 10:00:00,79.95,87.95,0.45,2.32,1252,0
2025-01-13 11:00:00,68.09,87.02,0.83,0.15,762,0
2025-01-13 12:00:00,37.04,38.5,0.37,3.52,395,0
2025-01-13 13:00:00,28.7,56.17,0.31,3.0,281,0
2025-01-13 14:00:00,37.07,48.45,0.96,3.94,1286,0
2025-01-13 15:00:00,25.48,61.34,0.74,1.26,272,0
2025-01-13 16:00:00,55.4,52.77,0.61,1.97,1010,0
2025-01-13 17:00:00,66.39,67.67,0.53,1.3,182,0
2025-01-13 18:00:00,30.1,70.15,0.91,4.67,1614,0
2025-01-13 19:00:00,29.33,47.63,0.19,0.85,1218,0
2025-01-13 20:00:00,93.79,32.63,0.77,2.59,1748,0
2025-01-13 21:00:00,38.74,54.09,0.54,0.15,1786,0
2025-01-13 22:00:00,52.53,37.27,0.85,0.77,684,0
2025-01-13 23:00:00,35.84,51.91,0.93,2.89,1622,0
2025-01-14 00:00:00,82.93,33.38,0.54,1.57,1328,0
2025-01-14 01:00:00,54.13,43.65,0.67,0.21,1057,0
2025-01-14 02:00:00,75.28,42.97,0.58,2.09,1150,0
2025-01-14 03:00:00,52.77,32.8,0.55,2.08,269,0
2025-01-14 04:00:00,52.35,41.29,0.66,2.77,1377,0
2025-01-14 05:00:00,39.39,48.95,0.7,2.19,1622,0
2025-01-14 06:00:00,89.29,53.12,0.82,0.96,1334,0
2025-01-14 07:00:00,35.41,58.79,0.13,4.11,578,0
2025-01-14 08:00:00,48.27,36.93,0.57,0.67,1224,0
2025-01-14 09:00:00,51.64,61.59,0.68,3.21,440,0
2025-01-14 10:00:00,20.64,52.8,0.31,0.88,548,0
2025-01-14 11:00:00,50.0,55.69,0.11,0.57,1830,0
2025-01-14 12:00:00,36.47,74.55,0.67,4.02,1709,0
2025-01-14 13:00:00,37.65,71.97,0.72,3.14,1241,0
2025-01-14 14:00:00,49.48,39.78,0.87,1.18,1649,0
2025-01-14 15:00:00,46.74,36.36,0.39,1.76,1407,0
2025-01-14 16:00:00,47.63,36.5,0.14,4.4,1387,0
2025-01-14 17:00:00,25.54,64.72,0.63,1.97,1408,0
2025-01-14 18:00:00,89.48,72.94,0.22,1.17,826,0
2025-01-14 19:00:00,51.4,85.84,0.38,1.01,1672,0
2025-01-14 20:00:00,25.05,77.15,0.89,3.26,1798,0
2025-01-14 21:00:00,29.53,51.28,0.31,0.9,980,0
2025-01-14 22:00:00,75.97,77.56,0.33,2.86,1473,0
2025-01-14 23:00:00,79.23,78.04,0.15,0.98,751,0
2025-01-15 00:00:00,90.21,65.98,0.81,4.33,1696,0
2025-01-15 01:00:00,71.46,84.11,0.25,3.52,1896,0
2025-01-15 02:00:00,25.06,67.92,0.75,1.41,315,0
2025-01-15 03:00:00,93.61,34.87,0.35,0.33,958,0
2025-01-15 04:00:00,94.22,60.44,0.69,2.96,1243,0
2025-01-15 05:00:00,85.29,88.29,0.64,4.73,1002,0
2025-01-15 06:00:00,74.52,89.53,0.23,4.6,1224,0
2025-01-15 07:00:00,84.93,72.82,0.33,3.18,865,0
2025-01-15 08:00:00,31.95,87.5,0.97,4.17,123,0
2025-01-15 09:00:00,43.71,50.73,0.21,0.64,1577,0
2025-01-15 10:00:00,74.48,33.15,0.2,1.08,1553,0
2025-01-15 11:00:00,48.56,79.23,0.61,3.27,1380,0
2025-01-15 12:00:00,71.27,78.96,0.42,4.59,390,0
2025-01-15 13:00:00,71.87,87.4,0.5,3.14,710,0
2025-01-15 14:00:00,42.47,46.37,0.66,0.76,1162,0
2025-01-15 15:00:00,33.95,34.79,0.41,1.58,347,0
2025-01-15 16:00:00,52.02,47.64,0.5,3.22,827,0
2025-01-15 17:00:00,35.81,82.75,0.31,1.34,1594,0
2025-01-15 18:00:00,59.86,36.18,0.16,2.99,632,0
2025-01-15 19:00:00,33.76,47.14,0.61,2.03,1768,0
2025-01-15 20:00:00,24.46,51.29,0.44,2.32,504,0
2025-01-15 21:00:00,76.74,70.55,0.75,4.84,162,0
2025-01-15 22:00:00,52.22,65.04,0.72,3.54,550,0
2025-01-15 23:00:00,54.24,81.15,0.51,2.89,1320,0
2025-01-16 00:00:00,23.74,50.53,0.72,1.85,1046,0
2025-01-16 01:00:00,93.22,84.32,0.61,2.38,129,0
2025-01-16 02:00:00,34.26,63.48,0.69,4.84,454,0
2025-01-16 03:00:00,63.9,70.71,0.75,1.47,919,0
2025-01-16 04:00:00,67.97,50.14,0.53,2.84,1278,0
2025-01-16 05:00:00,93.08,79.13,0.88,2.21,1166,0
2025-01-16 06:00:00,48.05,71.2,0.74,3.25,317,0
2025-01-16 07:00:00,64.54,53.12,0.3,2.6,1455,0
2025-01-16 08:00:00,28.27,78.36,0.77,0.99,1323,0
2025-01-16 09:00:00,54.73,81.6,0.82,1.29,742,0
2025-01-16 10:00:00,92.61,66.71,0.69,4.75,1755,0
2025-01-16 11:00:00,94.58,36.03,0.5,4.7,1376,0
2025-01-16 12:00:00,29.21,71.14,0.37,3.99,1159,0
2025-01-16 13:00:00,28.28,60.34,0.99,1.53,726,0
2025-01-16 14:00:00,71.6,52.44,0.83,1.5,1500,0
2025-01-16 15:00:00,36.39,32.87,0.46,4.87,1593,0
2025-01-16 16:00:00,69.14,55.84,0.49,0.31,473,0
2025-01-16 17:00:00,91.61,35.69,0.11,0.26,1453,0
2025-01-16 18:00:00,64.92,88.55,0.21,0.07,1349,0
2025-01-16 19:00:00,44.37,40.49,0.69,2.9,1824,0
2025-01-16 20:00:00,35.64,61.58,0.48,3.3,314,0
2025-01-16 21:00:00,94.04,57.69,0.71,2.06,730,0
2025-01-16 22:00:00,75.26,51.48,0.84,0.29,1613,0
2025-01-16 23:00:00,36.88,59.4,0.38,3.08,1541,0
2025-01-17 00:00:00,56.2,38.38,0.71,1.62,167,0
2025-01-17 01:00:00,28.13,74.77,0.76,1.34,1568,0
2025-01-17 02:00:00,89.13,75.93,0.11,0.13,821,0
2025-01-17 03:00:00,56.15,47.45,0.94,1.31,1705,0
2025-01-17 04:00:00,91.32,60.97,0.79,4.9,1016,0
2025-01-17 05:00:00,26.65,55.44,0.87,4.04,1418,0
2025-01-17 06:00:00,26.85,55.26,0.3,4.05,355,0
2025-01-17 07:00:00,77.75,34.9,0.69,0.38,566,0
2025-01-17 08:00:00,54.9,89.37,0.69,1.42,671,0
2025-01-17 09:00:00,24.92,73.55,0.94,4.78,330,0
2025-01-17 10:00:00,80.08,43.31,0.35,3.07,1036,0
2025-01-17 11:00:00,39.48,67.79,0.34,4.47,1641,0
2025-01-17 12:00:00,80.4,69.14,0.44,3.47,1299,0
2025-01-17 13:00:00,43.95,73.67,0.54,1.22,1359,0
2025-01-17 14:00:00,51.23,56.99,1.0,0.84,1970,0
2025-01-17 15:00:00,62.0,49.09,0.25,3.98,1035,0
2025-01-17 16:00:00,73.49,66.66,0.72,2.39,1359,0
2025-01-17 17:00:00,38.28,87.17,0.76,3.95,1923,0
2025-01-17 18:00:00,40.97,53.31,0.55,3.84,772,0
2025-01-17 19:00:00,82.87,86.67,0.21,3.45,1680,0
2025-01-17 20:00:00,32.48,64.03,0.62,2.78,1840,0
2025-01-17 21:00:00,52.18,50.43,0.71,4.69,590,0
2025-01-17 22:00:00,29.43,45.12,0.94,2.81,534,0
2025-01-17 23:00:00,54.26,66.7,0.19,4.82,1795,0
2025-01-18 00:00:00,91.75,48.03,0.67,2.55,1601,1
2025-01-18 01:00:00,23.34,32.91,0.19,1.86,1811,1
2025-01-18 02:00:00,25.61,34.34,0.41,0.07,1841,1
2025-01-18 03:00:00,45.09,76.01,0.54,4.14,1372,1
2025-01-18 04:00:00,45.79,50.13,0.95,1.58,965,1
2025-01-18 05:00:00,48.99,72.12,0.75,3.5,1580,1
