timestamp,cpu_usage,memory_usage,load_capacity,error_rate,throughput,is_holiday
2023-02-02 17:00:00,23.76,31.14,0.62,4.38,237,0
2023-02-02 18:00:00,27.31,50.71,0.88,1.06,1729,0
2023-02-02 19:00:00,53.84,68.08,0.5,4.55,1482,0
2023-02-02 20:00:00,88.1,65.32,0.59,4.7,325,0
2023-02-02 21:00:00,69.32,58.54,0.71,0.47,917,0
2023-02-02 22:00:00,49.33,56.52,0.73,1.55,1915,0
2023-02-02 23:00:00,91.13,65.63,0.78,2.5,542,0
2023-02-03 00:00:00,35.5,32.19,0.61,3.63,1215,0
2023-02-03 01:00:00,62.27,62.23,0.22,2.46,974,0
2023-02-03 02:00:00,69.39,31.7,0.95,4.63,566,0
2023-02-03 03:00:00,81.25,41.2,0.49,1.94,864,0
2023-02-03 04:00:00,67.02,79.25,0.23,2.81,1996,0
2023-02-03 05:00:00,47.64,30.16,0.91,3.17,165,0
2023-02-03 06:00:00,42.15,33.02,0.82,3.8,1178,0
2023-02-03 07:00:00,31.22,71.62,0.47,3.67,1021,0
2023-02-03 08:00:00,63.5,58.36,0.39,0.58,1164,0
2023-02-03 09:00:00,49.56,76.29,0.94,4.21,1673,0
2023-02-03 10:00:00,89.32,55.1,0.33,1.95,598,0
2023-02-03 11:00:00,53.11,81.43,0.77,2.11,374,0
2023-02-03 12:00:00,28.13,62.24,0.61,0.81,1693,0
2023-02-03 13:00:00,38.6,43.07,0.23,4.77,1224,0
2023-02-03 14:00:00,28.97,66.1,0.46,4.77,214,0
2023-02-03 15:00:00,34.79,61.98,0.62,2.11,1390,0
2023-02-03 16:00:00,25.5,32.57,0.19,0.5,1411,0
2023-02-03 17:00:00,82.21,51.86,0.91,0.66,1546,0
2023-02-03 18:00:00,51.88,73.16,0.81,4.96,1568,0
2023-02-03 19:00:00,22.03,86.97,0.76,1.86,1060,0
2023-02-03 20:00:00,81.74,37.29,0.79,2.79,1801,0
2023-02-03 21:00:00,59.55,61.94,0.91,3.33,1252,0
2023-02-03 22:00:00,52.2,87.35,0.99,2.72,757,0
2023-02-03 23:00:00,65.69,32.13,0.75,1.64,820,0
2023-02-04 00:00:00,75.28,55.8,0.75,4.05,1151,1
2023-02-04 01:00:00,78.94,40.43,0.66,3.26,577,1
2023-02-04 02:00:00,40.08,73.62,0.23,1.53,179,1
2023-02-04 03:00:00,83.04,81.16,0.66,3.86,1846,1
2023-02-04 04:00:00,56.89,45.74,0.49,1.1,1231,1
2023-02-04 05:00:00,29.63,53.17,0.54,1.48,1761,1
2023-02-04 06:00:00,54.38,48.09,0.73,3.28,464,1
2023-02-04 07:00:00,40.55,34.83,0.73,1.56,302,1
2023-02-04 08:00:00,22.96,77.77,0.29,4.06,1031,1
2023-02-04 09:00:00,42.33,87.4,0.4,1.85,200,1
2023-02-04 10:00:00,26.56,37.94,0.8,0.64,872,1
2023-02-04 11:00:00,35.63,67.19,0.85,2.28,991,1
2023-02-04 12:00:00,30.22,67.91,0.83,1.8,1157,1
2023-02-04 13:00:00,85.54,50.79,0.62,0.44,807,1
2023-02-04 14:00:00,39.15,60.89,0.14,3.57,1057,1
2023-02-04 15:00:00,53.32,81.56,0.59,4.7,1729,1
2023-02-04 16:00:00,67.52,38.26,0.99,4.3,1090,1
2023-02-04 17:00:00,92.08,51.2,0.15,1.49,1242,1
2023-02-04 18:00:00,20.43,52.69,0.61,4.66,124,1
2023-02-04 19:00:00,68.66,61.87,0.48,2.7,427,1
2023-02-04 20:00:00,85.54,51.24,0.85,1.81,637,1
2023-02-04 21:00:00,88.31,41.14,0.23,1.66,1758,1
2023-02-04 22:00:00,85.67,85.49,0.78,1.19,338,1
2023-02-04 23:00:00,47.7,60.82,0.91,0.92,386,1
2023-02-05 00:00:00,20.98,75.38,0.61,3.56,263,1
2023-02-05 01:00:00,42.85,48.11,0.87,2.88,349,1
2023-02-05 02:00:00,66.2,70.28,0.28,0.56,1741,1
2023-02-05 03:00:00,30.24,43.16,0.12,1.12,1243,1
2023-02-05 04:00:00,48.28,51.13,0.51,2.71,1409,1
2023-02-05 05:00:00,47.6,70.14,0.11,4.78,619,1
2023-02-05 06:00:00,68.81,61.99,0.85,0.72,195,1
2023-02-05 07:00:00,83.99,81.66,0.14,3.66,1281,1
2023-02-05 08:00:00,34.16,84.6,0.59,2.65,972,1
2023-02-05 09:00:00,80.07,42.72,0.16,2.93,930,1
2023-02-05 10:00:00,93.85,75.23,0.85,4.13,761,1
2023-02-05 11:00:00,21.25,36.09,0.64,2.01,877,1
2023-02-05 12:00:00,54.37,31.5,0.61,4.37,1266,1
2023-02-05 13:00:00,40.11,77.15,0.5,1.85,1737,1
2023-02-05 14:00:00,44.82,89.38,0.21,0.49,751,1
2023-02-05 15:00:00,92.18,83.07,0.19,0.71,574,1
2023-02-05 16:00:00,93.32,64.45,0.4,2.1,1738,1
2023-02-05 17:00:00,33.88,53.56,0.53,4.13,1611,1
2023-02-05 18:00:00,82.66,56.48,0.67,3.55,503,1
2023-02-05 19:00:00,25.76,78.44,0.88,0.06,1024,1
2023-02-05 20:00:00,86.15,80.27,0.99,2.49,1410,1
2023-02-05 21:00:00,62.38,70.14,0.24,2.95,1094,1
2023-02-05 22:00:00,20.43,73.85,0.3,3.07,271,1
2023-02-05 23:00:00,47.88,68.06,0.48,1.03,688,1
2023-02-06 00:00:00,26.43,32.42,0.27,1.67,761,0
2023-02-06 01:00:00,56.72,39.58,0.35,4.82,164,0
2023-02-06 02:00:00,79.59,64.89,0.83,4.79,1154,0
2023-02-06 03:00:00,76.85,82.93,0.19,2.44,1961,0
2023-02-06 04:00:00,90.17,73.14,0.5,1.07,1033,0
2023-02-06 05:00:00,48.56,55.43,0.39,4.79,499,0
2023-02-06 06:00:00,26.72,87.83,0.17,3.23,974,0
2023-02-06 07:00:00,51.34,79.96,0.58,1.7,1061,0
2023-02-06 08:00:00,44.74,43.47,0.89,4.98,675,0
2023-02-06 09:00:00,67.63,39.93,0.4,1.25,308,0
2023-02-06 10:00:00,84.83,77.68,0.99,0.92,578,0
2023-02-06 11:00:00,50.88,74.83,0.63,1.98,846,0
2023-02-06 12:00:00,66.03,31.42,0.73,4.84,603,0
2023-02-06 13:00:00,82.28,50.33,0.44,0.53,1984,0
2023-02-06 14:00:00,21.24,86.35,0.14,3.13,711,0
2023-02-06 15:00:00,93.79,69.9,0.88,1.42,1695,0
2023-02-06 16:00:00,65.84,48.43,0.75,2.6,780,0
2023-02-06 17:00:00,61.14,43.8,0.48,4.41,661,0
2023-02-06 18:00:00,85.22,38.07,0.9,0.53,1872,0
2023-02-06 19:00:00,34.98,48.5,0.2,0.8,911,0
2023-02-06 20:00:00,27.22,54.42,0.8,4.62,571,0
2023-02-06 21:00:00,63.0,71.49,0.44,0.43,589,0
2023-02-06 22:00:00,90.93,68.93,0.37,0.78,354,0
2023-02-06 23:00:00,36.23,49.67,0.27,2.83,1414,0
2023-02-07 00:00:00,48.14,47.0,0.92,1.09,1334,0
2023-02-07 01:00:00,51.72,77.69,0.22,3.24,158,0
2023-02-07 02:00:00,59.63,59.18,0.58,1.04,359,0
2023-02-07 03:00:00,65.98,34.27,0.86,4.51,799,0
2023-02-07 04:00:00,38.19,83.06,0.12,3.85,949,0
2023-02-07 05:00:00,53.53,45.33,0.62,1.15,1502,0
2023-02-07 06:00:00,76.51,77.77,0.11,4.49,287,0
2023-02-07 07:00:00,38.95,33.49,0.86,0.88,800,0
2023-02-07 08:00:00,74.66,48.35,0.54,0.05,1673,0
2023-02-07 09:00:00,22.09,67.86,0.52,1.05,1317,0
2023-02-07 10:00:00,31.59,39.73,0.77,0.03,1460,0
2023-02-07 11:00:00,81.49,81.27,0.35,2.0,154,0
2023-02-07 12:00:00,68.24,30.4,0.45,1.37,597,0
2023-02-07 13:00:00,22.21,30.66,0.94,2.55,736,0
2023-02-07 14:00:00,75.17,49.91,0.82,0.2,1985,0
2023-02-07 15:00:00,93.82,75.63,0.64,4.67,637,0
2023-02-07 16:00:00,87.7,36.06,0.16,0.18,209,0
2023-02-07 17:00:00,43.92,65.54,0.43,0.11,1615,0
2023-02-07 18:00:00,81.57,31.78,0.46,2.42,1949,0
2023-02-07 19:00:00,64.61,34.79,1.0,0.82,1113,0
2023-02-07 20:00:00,80.58,60.97,0.92,1.41,1950,0
2023-02-07 21:00:00,66.78,77.4,0.82,1.01,1529,0
2023-02-07 22:00:00,90.27,77.24,0.73,4.99,1737,0
2023-02-07 23:00:00,58.57,62.89,0.61,3.32,542,0
2023-02-08 00:00:00,71.63,88.38,0.83,0.49,1114,0
2023-02-08 01:00:00,56.03,82.5,0.81,3.58,1583,0
2023-02-08 02:00:00,92.18,60.69,0.22,1.64,1919,0
2023-02-08 03:00:00,94.92,30.96,0.49,1.83,254,0
2023-02-08 04:00:00,61.97,62.26,0.91,0.02,125,0
2023-02-08 05:00:00,57.06,72.28,0.12,1.24,1048,0
2023-02-08 06:00:00,77.28,49.72,0.41,2.54,774,0
2023-02-08 07:00:00,68.44,75.81,0.42,1.9,900,0
2023-02-08 08:00:00,59.09,66.53,0.71,4.74,1633,0
2023-02-08 09:00:00,46.03,42.76,0.1,3.69,189,0
2023-02-08 10:00:00,88.62,72.59,0.21,2.1,1666,0
2023-02-08 11:00:00,30.16,60.68,0.45,0.9,1180,0
2023-02-08 12:00:00,67.14,39.75,0.17,1.39,933,0
2023-02-08 13:00:00,46.39,72.58,0.67,3.29,651,0
2023-02-08 14:00:00,50.72,47.78,0.49,3.53,649,0
2023-02-08 15:00:00,62.0,58.83,0.2,1.26,175,0
2023-02-08 16:00:00,45.41,61.9,0.57,2.27,1471,0
2023-02-08 17:00:00,75.79,67.76,0.98,3.57,694,0
2023-02-08 18:00:00,62.8,78.62,0.23,4.35,1153,0
2023-02-08 19:00:00,25.13,43.51,0.92,3.47,380,0
2023-02-08 20:00:00,65.97,61.7,0.93,1.19,1795,0
2023-02-08 21:00:00,44.99,53.11,1.0,1.36,1929,0
2023-02-08 22:00:00,35.65,69.29,0.51,4.54,1119,0
2023-02-08 23:00:00,75.57,69.78,0.65,4.28,1014,0
2023-02-09 00:00:00,49.53,40.21,0.9,1.26,1453,0
2023-02-09 01:00:00,48.14,72.08,0.37,0.21,1160,0
2023-02-09 02:00:00,52.71,57.41,0.76,0.92,1831,0
2023-02-09 03:00:00,39.66,74.99,0.56,1.78,239,0
2023-02-09 04:00:00,49.2,68.86,0.88,1.92,224,0
2023-02-09 05:00:00,34.52,58.61,0.59,4.37,1115,0
2023-02-09 06:00:00,34.86,48.29,0.84,1.38,1834,0
2023-02-09 07:00:00,72.48,80.54,0.27,0.88,1195,0
2023-02-09 08:00:00,90.22,62.56,0.33,0.58,665,0
2023-02-09 09:00:00,38.92,37.14,0.98,0.02,854,0
2023-02-09 10:00:00,54.05,57.15,0.9,3.5,617,0
2023-02-09 11:00:00,81.6,80.31,0.4,1.25,1849,0
2023-02-09 12:00:00,22.85,87.68,0.97,4.64,278,0
2023-02-09 13:00:00,61.31,36.92,0.11,3.56,1389,0
2023-02-09 14:00:00,75.71,34.15,0.99,1.22,128,0
2023-02-09 15:00:00,46.64,33.17,0.34,0.47,720,0
2023-02-09 16:00:00,45.74,79.24,0.72,0.1,255,0
2023-02-09 17:00:00,73.36,89.28,0.28,2.32,718,0
2023-02-09 18:00:00,26.68,81.45,0.14,2.75,1652,0
2023-02-09 19:00:00,65.74,72.68,0.41,1.99,587,0
2023-02-09 20:00:00,73.66,87.49,0.64,0.7,1134,0
2023-02-09 21:00:00,64.1,88.69,0.22,2.41,1464,0
2023-02-09 22:00:00,92.35,58.51,0.97,1.32,1274,0
2023-02-09 23:00:00,58.31,52.78,0.67,2.31,1883,0
2023-02-10 00:00:00,44.55,88.12,0.4,4.06,1136,0
2023-02-10 01:00:00,61.26,71.56,0.27,1.71,1403,0
2023-02-10 02:00:00,90.57,71.8,0.43,0.03,1513,0
2023-02-10 03:00:00,92.7,73.06,0.78,0.8,116,0
2023-02-10 04:00:00,71.05,66.0,0.97,2.02,839,0
2023-02-10 05:00:00,75.94,59.87,0.4,3.67,304,0
2023-02-10 06:00:00,42.44,39.22,0.17,2.34,1961,0
2023-02-10 07:00:00,62.01,57.63,0.39,4.71,772,0
2023-02-10 08:00:00,34.6,77.88,0.68,2.51,225,0
2023-02-10 09:00:00,42.03,34.19,0.61,3.78,1139,0
2023-02-10 10:00:00,57.44,42.05,0.63,2.09,1427,0
2023-02-10 11:00:00,88.16,69.24,0.85,2.71,1686,0
2023-02-10 12:00:00,92.92,42.61,0.33,0.53,355,0
2023-02-10 13:00:00,73.11,81.39,0.75,0.5,1081,0
2023-02-10 14:00:00,49.09,49.03,0.79,4.76,1631,0
2023-02-10 15:00:00,63.94,60.8,0.46,3.97,971,0
2023-02-10 16:00:00,66.87,36.01,0.88,4.62,1883,0
2023-02-10 17:00:00,25.97,71.27,0.1,2.07,857,0
2023-02-10 18:00:00,91.98,77.43,0.41,4.76,584,0
2023-02-10 19:00:00,93.81,61.64,0.8,4.44,478,0
2023-02-10 20:00:00,57.45,58.68,0.13,3.68,775,0
2023-02-10 21:00:00,57.55,67.92,0.94,4.86,1337,0
2023-02-10 22:00:00,76.48,59.85,0.92,0.77,1892,0
2023-02-10 23:00:00,47.04,49.66,0.32,0.79,647,0
2023-02-11 00:00:00,27.8,41.62,0.86,2.53,1457,1
2023-02-11 01:00:00,56.59,43.74,0.1,1.79,1008,1
2023-02-11 02:00:00,92.16,43.33,0.94,4.86,464,1
2023-02-11 03:00:00,30.43,39.55,0.22,0.03,1586,1
2023-02-11 04:00:00,59.67,48.3,0.29,2.02,1640,1
2023-02-11 05:00:00,32.36,35.56,0.28,2.93,370,1
2023-02-11 06:00:00,55.44,68.31,0.2,1.37,834,1
2023-02-11 07:00:00,80.85,82.83,0.79,3.0,1558,1
2023-02-11 08:00:00,22.82,50.34,0.33,1.35,436,1
2023-02-11 09:00:00,29.94,41.82,0.66,4.62,132,1
2023-02-11 10:00:00,20.29,66.26,0.22,4.68,1609,1
2023-02-11 11:00:00,21.65,78.22,0.39,3.46,1556,1
2023-02-11 12:00:00,29.02,33.57,0.5,2.83,1968,1
2023-02-11 13:00:00,71.17,45.32,0.64,2.85,764,1
2023-02-11 14:00:00,24.63,87.39,0.1,4.31,1451,1
2023-02-11 15:00:00,46.13,61.4,0.38,1.16,534,1
2023-02-11 16:00:00,60.25,44.36,0.1,3.87,1962,1
2023-02-11 17:00:00,34.56,66.63,0.85,4.83,293,1
2023-02-11 18:00:00,76.85,32.66,0.69,4.21,310,1
2023-02-11 19:00:00,93.35,81.04,0.47,4.21,551,1
2023-02-11 20:00:00,42.38,87.96,0.24,1.54,1373,1
2023-02-11 21:00:00,69.63,72.55,0.72,3.8,361,1
2023-02-11 22:00:00,57.14,37.91,0.62,4.69,247,1
2023-02-11 23:00:00,45.81,87.4,0.72,4.93,1114,1
2023-02-12 00:00:00,29.2,57.69,0.53,3.31,1319,1
2023-02-12 01:00:00,50.76,67.13,0.92,1.24,1943,1
2023-02-12 02:00:00,54.77,31.97,0.41,1.03,550,1
2023-02-12 03:00:00,43.44,47.31,0.55,1.17,995,1
2023-02-12 04:00:00,89.62,72.15,0.87,0.4,461,1
2023-02-12 05:00:00,66.28,67.31,0.57,1.52,199,1
2023-02-12 06:00:00,50.59,69.84,0.94,2.55,1571,1
2023-02-12 07:00:00,59.5,83.1,0.56,2.2,942,1
2023-02-12 08:00:00,27.2,31.36,0.65,4.55,403,1
2023-02-12 09:00:00,42.81,56.86,0.29,0.85,701,1
2023-02-12 10:00:00,37.4,71.73,0.47,4.05,1608,1
2023-02-12 11:00:00,48.54,58.49,0.38,1.9,651,1
2023-02-12 12:00:00,30.49,78.99,0.15,0.91,431,1
2023-02-12 13:00:00,63.93,57.21,0.25,3.75,1421,1
2023-02-12 14:00:00,94.52,43.28,0.99,0.45,752,1
2023-02-12 15:00:00,57.57,58.21,0.69,4.9,368,1
2023-02-12 16:00:00,37.07,69.71,0.31,1.43,128,1
2023-02-12 17:00:00,46.91,58.56,0.36,4.04,488,1
2023-02-12 18:00:00,49.19,84.62,0.38,2.62,1391,1
2023-02-12 19:00:00,36.52,55.41,0.64,1.75,1269,1
2023-02-12 20:00:00,27.84,89.44,0.1,2.22,200,1
2023-02-12 21:00:00,82.6,63.12,0.53,4.33,741,1
2023-02-12 22:00:00,72.59,71.18,0.63,4.24,917,1
2023-02-12 23:00:00,30.67,53.87,0.61,3.35,129,1
2023-02-13 00:00:00,69.48,55.71,0.7,2.79,931,0
2023-02-13 01:00:00,47.37,34.82,0.45,4.15,1997,0
2023-02-13 02:00:00,76.02,31.65,0.51,2.35,1567,0
2023-02-13 03:00:00,70.58,75.33,0.43,3.06,1522,0
2023-02-13 04:00:00,66.26,45.64,0.55,3.22,387,0
2023-02-13 05:00:00,52.65,38.52,0.37,1.57,1428,0
2023-02-13 06:00:00,72.02,52.03,0.17,3.29,861,0
2023-02-13 07:00:00,88.22,79.82,0.98,4.16,1281,0
2023-02-13 08:00:00,83.08,50.87,0.93,0.54,1302,0
2023-02-13 09:00:00,80.49,76.05,0.25,2.74,1514,0
2023-02-13 10:00:00,73.13,84.53,0.12,0.64,1345,0
2023-02-13 11:00:00,89.48,31.24,0.35,2.4,119,0
2023-02-13 12:00:00,39.02,33.37,0.88,4.35,1177,0
2023-02-13 13:00:00,35.85,64.57,0.61,0.72,927,0
2023-02-13 14:00:00,66.71,75.7,0.94,1.6,1094,0
2023-02-13 15:00:00,91.25,81.25,0.72,1.53,1427,0
2023-02-13 16:00:00,40.07,32.75,0.17,4.85,873,0
2023-02-13 17:00:00,24.57,45.42,0.39,0.53,210,0
2023-02-13 18:00:00,40.23,35.62,0.36,4.46,1570,0
2023-02-13 19:00:00,73.84,71.94,0.45,4.85,529,0
2023-02-13 20:00:00,24.92,61.78,0.78,2.96,1421,0
2023-02-13 21:00:00,89.73,59.12,0.65,3.6,1070,0
2023-02-13 22:00:00,63.28,87.78,0.56,3.3,674,0
2023-02-13 23:00:00,26.61,83.85,0.18,1.55,1359,0
2023-02-14 00:00:00,94.08,46.16,0.76,2.72,977,0
2023-02-14 01:00:00,68.04,41.86,0.74,1.06,1958,0
2023-02-14 02:00:00,93.64,88.07,0.6,0.81,1258,0
2023-02-14 03:00:00,72.94,46.25,0.34,1.83,1828,0
2023-02-14 04:00:00,34.66,41.38,0.46,1.61,1155,0
2023-02-14 05:00:00,42.18,58.14,0.22,4.4,1733,0
2023-02-14 06:00:00,61.79,61.47,0.5,1.01,677,0
2023-02-14 07:00:00,45.22,70.41,0.89,0.63,539,0
2023-02-14 08:00:00,59.9,87.25,0.26,2.1,1963,0
2023-02-14 09:00:00,76.19,68.0,0.27,2.96,1681,0
2023-02-14 10:00:00,32.66,79.06,0.38,4.95,1486,0
2023-02-14 11:00:00,64.92,69.65,0.46,3.77,1668,0
2023-02-14 12:00:00,61.32,85.29,0.52,2.09,1270,0
2023-02-14 13:00:00,35.56,71.54,0.32,1.66,1576,0
2023-02-14 14:00:00,78.79,47.21,0.56,3.69,1543,0
2023-02-14 15:00:00,69.67,35.51,0.48,2.02,1144,0
2023-02-14 16:00:00,59.96,60.53,0.36,0.64,879,0
2023-02-14 17:00:00,24.27,87.45,0.73,0.5,525,0
2023-02-14 18:00:00,69.97,79.59,0.25,2.23,832,0
2023-02-14 19:00:00,25.42,71.57,0.77,4.01,904,0
2023-02-14 20:00:00,64.76,85.3,0.48,2.15,1764,0
2023-02-14 21:00:00,94.97,58.42,0.28,1.51,615,0
2023-02-14 22:00:00,54.11,44.08,0.16,3.06,613,0
2023-02-14 23:00:00,74.27,62.3,0.59,0.23,1672,0
2023-02-15 00:00:00,57.19,74.0,0.76,4.71,202,0
2023-02-15 01:00:00,69.37,59.61,0.67,0.13,852,0
2023-02-15 02:00:00,58.91,50.38,0.63,2.4,1592,0
2023-02-15 03:00:00,26.91,83.13,0.39,4.94,529,0
2023-02-15 04:00:00,28.57,52.13,0.88,4.21,308,0
2023-02-15 05:00:00,55.94,81.78,0.92,2.61,1922,0
2023-02-15 06:00:00,56.04,70.92,0.24,1.33,1033,0
2023-02-15 07:00:00,50.59,36.76,0.86,2.06,459,0
2023-02-15 08:00:00,92.24,71.47,0.38,1.84,554,0
2023-02-15 09:00:00,62.73,61.72,0.65,2.62,1906,0
2023-02-15 10:00:00,89.97,84.16,0.22,1.81,668,0
2023-02-15 11:00:00,71.16,49.32,0.4,2.16,655,0
2023-02-15 12:00:00,75.95,47.62,0.87,1.15,1767,0
2023-02-15 13:00:00,41.45,50.35,0.94,4.91,978,0
2023-02-15 14:00:00,91.29,62.48,0.51,4.36,1138,0
2023-02-15 15:00:00,47.56,50.98,0.33,1.97,1245,0
2023-02-15 16:00:00,58.71,54.81,0.64,1.46,223,0
2023-02-15 17:00:00,50.43,31.36,0.8,0.3,1263,0
2023-02-15 18:00:00,83.37,49.24,0.7,2.95,666,0
2023-02-15 19:00:00,48.96,88.82,0.72,3.35,1646,0
2023-02-15 20:00:00,21.55,30.78,0.36,2.7,1318,0
2023-02-15 21:00:00,65.21,58.72,0.52,0.69,762,0
2023-02-15 22:00:00,58.55,49.52,0.94,4.19,1818,0
2023-02-15 23:00:00,29.72,54.63,0.27,4.44,1989,0
2023-02-16 00:00:00,48.95,55.83,0.58,1.93,1071,0
2023-02-16 01:00:00,30.32,38.9,0.13,2.53,1995,0
2023-02-16 02:00:00,63.94,85.53,0.72,0.98,528,0
2023-02-16 03:00:00,63.48,39.18,0.41,0.75,217,0
2023-02-16 04:00:00,33.11,89.7,0.76,3.45,602,0
2023-02-16 05:00:00,47.96,50.12,0.17,4.11,208,0
2023-02-16 06:00:00,89.78,65.94,0.6,1.22,861,0
2023-02-16 07:00:00,86.89,88.57,0.98,2.63,1457,0
2023-02-16 08:00:00,83.95,44.34,0.76,2.72,862,0
2023-02-16 09:00:00,25.21,56.21,0.92,1.38,1940,0
2023-02-16 10:00:00,90.65,51.79,0.62,3.11,1438,0
2023-02-16 11:00:00,79.77,84.82,0.46,4.44,748,0
2023-02-16 12:00:00,23.91,56.22,0.82,2.96,1815,0
2023-02-16 13:00:00,51.99,89.81,0.53,4.68,115,0
2023-02-16 14:00:00,58.83,42.47,0.73,4.93,639,0
2023-02-16 15:00:00,49.46,63.76,0.2,0.99,1969,0
2023-02-16 16:00:00,63.04,59.84,0.35,3.02,100,0
2023-02-16 17:00:00,92.79,64.72,0.35,4.86,1362,0
2023-02-16 18:00:00,35.97,31.67,0.53,1.14,472,0
2023-02-16 19:00:00,81.28,55.57,0.26,0.96,1434,0
2023-02-16 20:00:00,68.74,48.55,0.9,4.46,381,0
2023-02-16 21:00:00,53.32,32.7,0.22,1.64,656,0
2023-02-16 22:00:00,79.19,35.33,0.51,4.55,1185,0
2023-02-16 23:00:00,53.49,36.35,0.43,1.31,1053,0
2023-02-17 00:00:00,77.23,56.92,0.19,1.4,1223,0
2023-02-17 01:00:00,52.38,32.34,0.92,2.03,1746,0
2023-02-17 02:00:00,50.18,59.05,0.49,3.27,1192,0
2023-02-17 03:00:00,59.19,54.18,0.6,2.26,988,0
2023-02-17 04:00:00,45.77,71.28,0.42,1.91,615,0
2023-02-17 05:00:00,55.19,66.48,0.18,0.48,1511,0
2023-02-17 06:00:00,53.46,80.38,0.48,4.77,1388,0
2023-02-17 07:00:00,89.4,33.34,0.44,3.36,1686,0
2023-02-17 08:00:00,70.86,46.67,0.35,3.33,1069,0
2023-02-17 09:00:00,53.01,86.41,0.23,0.46,1038,0
2023-02-17 10:00:00,71.87,35.0,0.39,3.87,328,0
2023-02-17 11:00:00,50.07,80.19,0.1,1.66,1183,0
2023-02-17 12:00:00,62.61,66.94,0.68,2.23,1273,0
2023-02-17 13:00:00,25.23,73.06,0.68,0.61,1340,0
2023-02-17 14:00:00,48.2,38.18,0.18,3.43,370,0
2023-02-17 15:00:00,20.91,32.04,0.46,3.42,285,0
2023-02-17 16:00:00,51.12,59.31,0.37,1.72,1488,0
2023-02-17 17:00:00,80.24,33.3,0.29,0.75,265,0
2023-02-17 18:00:00,62.23,47.9,0.49,4.21,709,0
2023-02-17 19:00:00,75.61,49.32,0.29,4.12,1169,0
2023-02-17 20:00:00,43.18,78.33,0.73,4.49,387,0
2023-02-17 21:00:00,61.92,61.96,0.81,0.27,1607,0
2023-02-17 22:00:00,32.83,52.37,0.84,4.96,1041,0
2023-02-17 23:00:00,63.08,55.69,0.37,1.54,961,0
2023-02-18 00:00:00,63.18,40.61,0.54,4.71,289,1
2023-02-18 01:00:00,64.96,57.11,0.41,4.76,1654,1
2023-02-18 02:00:00,68.26,52.49,0.68,1.65,884,1
2023-02-18 03:00:00,28.18,41.64,0.36,1.82,1210,1
2023-02-18 04:00:00,61.39,81.69,0.97,0.26,1498,1
2023-02-18 05:00:00,34.7,86.55,0.52,1.33,384,1
2023-02-18 06:00:00,72.64,89.9,0.18,2.82,1143,1
